ID,ZONE_NAME,NATURE,STATUS,ORIGINAL_LOCATION,CITY,matched_muni,admin3_pcode,province_name,ADM2_PCODE,region_name,admin1_pcode,geometry,lon,lat
547,Reliance I.T. Center,IT Center,Not Yet Operating,"99 E. Rodriguez Jr., Barrio Ugong, Pasig City",Pasig City,City of Pasig,PH137403000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.0929237, 14.5483004)",121.0929237,14.5483004
548,Republic Wakepark,Tourism,Not Yet Operating,"Nuvali Development Complex, Barangay Canlubang, Calamba City, Laguna",Calamba City,City of Calamba,PH043405000,Laguna,PH043400000,Region IV-A,PH040000000,"c(121.077643, 14.1941922)",121.077643,14.1941922
549,Riverbank Center ICT Bldg I,IT Center,Not Yet Operating,"A. Bonifacio Ave.,  Barangka, Marikina City",Marikina City,City of Marikina,PH137402000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.080408550905, 14.63230785863)",121.080408550905,14.63230785863
550,Riverbank Center ICT Bldg II,IT Center,Not Yet Operating,"A. Bonifacio Ave.,  Barangka, Marikina City",Marikina City,City of Marikina,PH137402000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.080408550905, 14.63230785863)",121.080408550905,14.63230785863
551,RLC Special Economic Zone,Manufacturing,Not Yet Operating,"Simlong, Batangas City, Batangas",Batangas City,Batangas City,PH041005000,Batangas,PH041000000,Region IV-A,PH040000000,"c(121.0558016, 13.6680266)",121.0558016,13.6680266
552,Robinsons Cagayan de Oro,IT Center,Not Yet Operating,"Rosario Crescent corner Florentino Street, Limketkai Center, Cagayan de Oro City",Limketkai Center,Cagayan de Oro City,PH104305000,Misamis Oriental,PH104300000,Region X,PH100000000,"c(124.653680641995, 8.483001732023)",124.653680641995,8.483001732023
553,Robinsons Cybergate Magnolia,IT Center,Not Yet Operating,"Aurora Boulevard corner Doña Hemady Street, Quezon City",Quezon City,Quezon City,PH137404000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.036914624757, 14.615139418568)",121.036914624757,14.615139418568
554,Robinsons Cyberpark Bacolod,IT Center,Not Yet Operating,"Lacson Street, Mandalagan, Bacolod City",Bacolod City,Bacolod City,PH064501000,Negros Occidental,PH064500000,Region VI,PH060000000,"c(122.962175694921, 10.699033383214)",122.962175694921,10.699033383214
555,Robinsons Place Iloilo,IT Center,Not Yet Operating,"Ledesma Street, Iloilo City",Iloilo City,Iloilo City,PH063022000,Iloilo,PH063000000,Region VI,PH060000000,"c(122.5732728, 10.6931315)",122.5732728,10.6931315
556,Robinsons Starmills Pampanga,IT Center,Not Yet Operating,"Olongapo-Gapan Road, Brgy. San Jose, San Fernando City, Pampanga",San Fernando City,San Fernando,PH175913000,Romblon,PH175900000,Region IV-B,PH170000000,"c(120.687565003313, 15.043944052082)",120.687565003313,15.043944052082
557,Samal Casino Resort,Manufacturing,Not Yet Operating,"San Isidro and Libertad, Kaputian,  Samal City, Davao Del Norte",Samal City,Samal,PH030812000,Bataan,PH030800000,Region III,PH030000000,"c(125.7483113, 6.953916)",125.7483113,6.953916
558,San Lazaro Leisure and Business Park,Tourism,Not Yet Operating,"Barangay Lantic, Carmona, Cavite",Carmona,Carmona,PH042104000,Cavite,PH042100000,Region IV-A,PH040000000,"c(121.049348908419, 14.298315628369)",121.049348908419,14.298315628369
559,Sarangani Agro-Industrial Eco Zone,Agro-Industrial,Not Yet Operating,"Municipality of Alabel, Province of Sarangani",Province of Sarangani,Alabel,PH128001000,Sarangani,PH128000000,Region XII,PH120000000,"c(125.29048, 6.10179)",125.29048,6.10179
560,Scrubbed.Net Tech Center,IT Center,Not Yet Operating,"Zone 6, Panipuan, San Fernando City, Pampanga",San Fernando City,San Fernando,PH175913000,Romblon,PH175900000,Region IV-B,PH170000000,"c(120.6285774, 15.1205916)",120.6285774,15.1205916
562,SGI Technology Center,IT Center,Not Yet Operating,"Nono Limbaga Drive, Tanjay City, Negros Oriental",Tanjay City,City of Tanjay,PH074621000,Negros Oriental,PH074600000,Region VII,PH070000000,"c(123.157822244408, 9.51355551114)",123.157822244408,9.51355551114
563,Shannalyne Technological and Environmental Park,Manufacturing,Not Yet Operating,"Milagros, Esperanza, Agusan del Sur",Agusan del Sur,Esperanza,PH160303000,Agusan del Sur,PH160300000,Region XIII,PH160000000,"c(125.5386987, 8.6148478)",125.5386987,8.6148478
564,Silver City 1A,IT Center,Not Yet Operating,"Silver City KPO Campus, Frontera Drive, Frontera Verde, C-5 cor. Ortigas Ave., Brgy. Ugong, Pasig City",Pasig City,City of Pasig,PH137403000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.0929237, 14.5483004)",121.0929237,14.5483004
565,Silver City 4,IT Center,Not Yet Operating,"Frontera Verde, C-5 cor. Ortigas Avenue, Barangay Ugong, Pasig City",Pasig City,City of Pasig,PH137403000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.0929237, 14.5483004)",121.0929237,14.5483004
566,SM City Bacolod IT Center,IT Center,Not Yet Operating,"Reclamation Area, Bacolod City",Bacolod City,Bacolod City,PH064501000,Negros Occidental,PH064500000,Region VI,PH060000000,"c(122.9773921, 10.6391813)",122.9773921,10.6391813
567,SM City Bacoor,IT Center,Not Yet Operating,"Gen. Aguinaldo cor. Tirona Hway, Brgy. Habay II, Bacoor City",Bacoor City,Bacoor City,PH042103000,Cavite,PH042100000,Region IV-A,PH040000000,"c(120.952870957997, 14.445341736751)",120.952870957997,14.445341736751
568,SM City Rosario I.T. Center,IT Center,Not Yet Operating,"Barangay Tejero, Rosario, Cavite",Rosario,Rosario,PH160307000,Agusan del Sur,PH160300000,Region XIII,PH160000000,"c(120.860649166542, 14.402946558428)",120.860649166542,14.402946558428
569,SM CyberZone 1,IT Center,Not Yet Operating,"Block 9, SM Central Business Park, Bay City, Pasay City",Pasay City,Pasay City,PH137605000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(120.9944465, 14.5436072)",120.9944465,14.5436072
570,SM iCity,IT Park,Not Yet Operating,"SM Central Business Park, Bay City, Pasay City",Pasay City,Pasay City,PH137605000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(120.9944465, 14.5436072)",120.9944465,14.5436072
571,SM Seaside City Tourism Economic Zone,Tourism,Not Yet Operating,"Cebu South Road Properties Complex, Cebu City",Cebu City,Cebu City,PH072217000,Cebu,PH072200000,Region VII,PH070000000,"c(123.878665499061, 10.28142555916)",123.878665499061,10.28142555916
572,SMBL IT Center,IT Center,Not Yet Operating,"Doña Remedios, Trinidad Highway, Baliwag, Bulacan",Baliwag,Bula,PH051706000,Camarines Sur,PH051700000,Region V,PH050000000,"c(120.9010222, 14.9541961)",120.9010222,14.9541961
574,SMCO IT Center,IT Center,Not Yet Operating,"Pueblo de Oro, Upper Carmen, Cagayan de Oro City",Upper Carmen,Cebu City,PH072217000,Cebu,PH072200000,Region VII,PH070000000,"c(124.63611, 8.47833)",124.63611,8.47833
575,SMNE IT Center,IT Center,Not Yet Operating,"EDSA corner North Avenue, Quezon City",Quezon City,Quezon City,PH137404000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.02949982557, 14.655825595677)",121.02949982557,14.655825595677
576,SMNV IT Center,IT Center,Not Yet Operating,"Quirino Highway, Barangay San Bartolome, Quezon City",Barangay San Bartolome,Quezon City,PH137404000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.03817481595, 14.705672976589)",121.03817481595,14.705672976589
577,South Coast Ecozone,Manufacturing,Not Yet Operating,"Papaya, Nasugbu, Batangas",Nasugbu,Nasugbu,PH041019000,Batangas,PH041000000,Region IV-A,PH040000000,"c(120.6190021, 14.1894965)",120.6190021,14.1894965
578,South Forbes Cyber Park,IT Park,Not Yet Operating,"South Forbes Golf City, Barangay Inhican, Silang, Cavite",Silang,Silang,PH042118000,Cavite,PH042100000,Region IV-A,PH040000000,"c(120.9737959, 14.2259538)",120.9737959,14.2259538
579,South Tower,IT Center,Not Yet Operating,"Alabang Zapote Road, Barangay Almanza Uno, Las Piñas City",Las Piñas City,City of Las Piñas,PH137601000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.019802132106, 14.428298875668)",121.019802132106,14.428298875668
580,Southkey Building,IT Center,Not Yet Operating,"Indo-China Drive, Filinvest Northgate Business District, Alabang, Muntinlupa City",Muntinlupa City,City of Muntinlupa,PH137603000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.044048, 14.4178119)",121.044048,14.4178119
581,St. Francis IT Centre,IT Center,Not Yet Operating,"Araneta Street, Singcang, Bacolod City",Bacolod City,Bacolod City,PH064501000,Negros Occidental,PH064500000,Region VI,PH060000000,"c(122.939177554047, 10.65515292236)",122.939177554047,10.65515292236
582,Starmall EDSA-Shaw,IT Center,Not Yet Operating,"Shaw Boulevard cor. EDSA, Mandaluyong City",Mandaluyong City,City of Mandaluyong,PH137401000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.053457316502, 14.581227579425)",121.053457316502,14.581227579425
583,Subic Hermosa Cyber City,Manufacturing,Not Yet Operating,"Culis and Sumalo, Hermosa, Bataan",Hermosa,Hermosa,PH030805000,Bataan,PH030800000,Region III,PH030000000,"c(120.4799042, 14.8278861)",120.47990419999999,14.8278861
584,Taft East Gate,IT Park,Not Yet Operating,"Cardinal Rosales Avenue, Barangay Luz, Cebu City",Barangay Luz,Cebu City,PH072217000,Cebu,PH072200000,Region VII,PH070000000,"c(123.905330154947, 10.315075253826)",123.905330154947,10.315075253826
585,Taft Information Technology Park,IT Park,Not Yet Operating,"Poblacion and Subangdaku, Mandaue City",Mandaue City,Mandaue City,PH072230000,Cebu,PH072200000,Region VII,PH070000000,"c(123.94433, 10.32812)",123.94433,10.32812
586,Tarlac Provincial IT Park I,IT Park,Not Yet Operating,"Brgy. Tibag, Tarlac City",Tarlac City,City of Tarlac,PH036916000,Tarlac,PH036900000,Region III,PH030000000,"c(120.56365, 15.49129)",120.56365,15.49129
587,Tarlac Provincial IT Park III,IT Park,Not Yet Operating,"Brgy. San Isidro, Tarlac City",Tarlac City,City of Tarlac,PH036916000,Tarlac,PH036900000,Region III,PH030000000,"c(120.5749994, 15.5204928)",120.5749994,15.5204928
588,Tarlac Terrapark,Manufacturing,Not Yet Operating,"San Miguel, Tarlac",Tarlac,San Miguel,PH166816000,Surigao del Sur,PH166800000,Region XIII,PH160000000,"c(120.6118002, 15.4616333)",120.6118002,15.4616333
589,The Forum at PonteFino Estates,IT Park,Not Yet Operating,"Barangays Pallocon Silangan and Gulod Labac, Batangas City",Batangas City,Batangas City,PH041005000,Batangas,PH041000000,Region IV-A,PH040000000,"c(121.0817396, 13.7559196)",121.0817396,13.7559196
590,The Orchard Tower Manila,IT Center,Not Yet Operating,"961 Juan Luna Street, Barangay 7, Tondo, Manila",Manila,Luna,PH148105000,Apayao,PH148100000,Cordillera Administrative Region,PH140000000,"c(120.969708608915, 14.606866438224)",120.969708608915,14.606866438224
591,The Paseo Center IT Building,IT Center,Not Yet Operating,"8757 Paseo de Roxas corner Sedeño Street, Salcedo Village, Makati City",Makati City,City of Makati,PH137602000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.022770163148, 14.557399588897)",121.022770163148,14.557399588897
592,The Peak Tower,IT Center,Not Yet Operating,"No. 107 Leviste Street, Salcedo Village, Makati City",Makati City,City of Makati,PH137602000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.021713037192, 14.559349533989)",121.021713037192,14.559349533989
593,The Space,IT Center,Not Yet Operating,"A.S. Fortuna corner P. Remedio St., Banilad, Mandaue City",Mandaue City,Mandaue City,PH072230000,Cebu,PH072200000,Region VII,PH070000000,"c(123.919721024074, 10.341321486207)",123.919721024074,10.341321486207
594,Tigerland Agro-Industrial Economic Zone,Agro-Industrial,Not Yet Operating,"Barangay Mabacong, Batangas City",Batangas City,Batangas City,PH041005000,Batangas,PH041000000,Region IV-A,PH040000000,"c(121.0503601, 13.6542424)",121.0503601,13.6542424
595,Tubay Agri-Processing Center,Manufacturing,Not Yet Operating,"Doña Rosario, Tubay,  Agusan del Norte",Agusan del Norte,Bay,PH043402000,Laguna,PH043400000,Region IV-A,PH040000000,"c(125.5613701, 9.1696769)",125.5613701,9.1696769
596,Tupi IT Park,IT Park,Not Yet Operating,"along National Highway, Barangay Poblacion, Tupi, South Cotabato",Tupi,Tupi,PH126317000,South Cotabato,PH126300000,Region XII,PH120000000,"c(124.9763877, 6.354308)",124.9763877,6.354308
597,UP Science And Technology Park (South),IT Park,Not Yet Operating,"C.P. Garcia, Quezon City",Quezon City,Quezon City,PH137404000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.064335821443, 14.676467644287)",121.064335821443,14.676467644287
598,UPLB Agro-Industial Park,Agro-Industrial,Not Yet Operating,"University of the Philippines, Los Baños, Laguna",Los Baños,Los Baños,PH043411000,Laguna,PH043400000,Region IV-A,PH040000000,"c(121.243306937821, 14.167326606359)",121.243306937821,14.167326606359
599,UPLB Information Technology Park,IT Park,Not Yet Operating,"University of the Philippines, Los Baños, Laguna",Los Baños,Los Baños,PH043411000,Laguna,PH043400000,Region IV-A,PH040000000,"c(121.243306937821, 14.167326606359)",121.243306937821,14.167326606359
600,Vista Mall Las Piñas IT Hub,IT Center,Not Yet Operating,"Alabang-Zapote Road corner C.V. Starr Avenue, Philamlife Village, Pamplona 2, Las Piñas City",Las Piñas City,City of Las Piñas,PH137601000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(120.979035739311, 14.450979383872)",120.979035739311,14.450979383872
601,Vista Place Campus Tower 1,IT Center,Not Yet Operating,"C-5 Road and Levi Mariano Avenue, Barangay Ususan, Taguig City",Taguig City,Taguig City,PH137607000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.057576020999, 14.53064706687)",121.057576020999,14.53064706687
602,V-tech Tower,IT Center,Not Yet Operating,"G. Araneta Avneue cor. Ma. Clara Street, Quezon City",Quezon City,Quezon City,PH137404000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.011228701571, 14.630572304423)",121.011228701571,14.630572304423
